GeneID,C1,C2,C3,C4,C5,T1,T2,T3,T4,T5
Gl6eHftkxbpq,343800,335700,354500,351100,335100,108300,101200,114600,113300,112700
YY4m4R86l9kn,92180,92100,97850,101500,100300,25430,19350,20730,18600,20690
wzVGDSqsorsE,152700,144000,168800,167900,159100,27130,22950,19440,18680,20700
j7YW3xeDIsvJ,111900,106400,122700,118600,113300,66630,61740,62200,58860,54670
lLq7PtSvkT2d,65330,70610,71770,76970,65600,29900,28750,24010,30210,26970
0Aa9dNf1ZByd,566100,566700,640100,621200,564300,174100,168400,153600,163600,155100
ToCmofa3pzmo,985100,926900,963100,1045000,962400,345300,382000,314400,324600,389900
Qxz4ohQgRtyg,312200,291200,290500,293800,289300,133000,133700,147700,136900,138500
c8TbYz59A0Mu,53050,61570,60980,57420,57910,3007,2385,1044,1235,1175
jjz9piObCnDJ,2189000,2428000,2433000,2445000,2335000,501200,369400,381400,374600,370600
Un6xuFvU2Hm0,2669000,2592000,2707000,2866000,2493000,831000,839300,882400,802400,817500
RHQDZnn2v7l3,4536000,4488000,4649000,4481000,3942000,1034000,1049000,1071000,1003000,960400
TXtas3yELXhR,618800,613100,646900,641900,627900,241300,226100,234800,232800,244100
WWMRmHVqsG4m,84420,83230,93110,91990,92260,13120,11640,11730,10070,12740
hhTJ6J8TxO1V,125200,124400,137000,130400,120800,62500,56590,56170,53360,52950
zyDNkArfSz5r,334300,323500,331500,329100,326600,46980,47510,34990,35940,34790
snTJjZIa2tgE,1044000,1004000,1109000,1082000,949100,278000,253200,257500,221800,238500
K1GIiKX9rNaF,70930,72530,66880,73070,72420,53330,53110,46400,48550,51450
ouykhFAncxD8,329800,342300,352600,337400,305200,85820,95460,81260,87370,80670
7ZRWTixvGHUa,113500,116100,118000,120000,106700,10500,8799,5114,8705,6528
T3zRUbYwoXq7,89720,87110,97890,98070,95630,31450,28470,25150,24770,26570
ktQKQoskPWnT,45830,46270,48740,46910,43400,17090,13820,14510,12810,13570
9My8lMTU7T7X,44170,46010,48650,47990,44300,3372,2139,1026,1647,491
itSNBKvx1erm,910300,854700,930100,978500,819700,288000,259100,259100,250900,273400
SDyx0JUI9Jzb,58270,52300,57560,59880,57610,7303,7906,7371,6621,6537
HCBK6ehVzijM,798100,851100,902300,880100,803200,90390,62020,57340,54380,62620
nwBxs5trJET7,89780,87470,91490,80450,93700,41600,46290,42340,36300,37660
X9JrBbH7VYsy,118400,121600,124400,126200,130000,9534,10310,9173,7696,4474
nrbKQNZfbHbV,330500,336800,346700,344000,331000,79490,69750,66720,73110,70530
DhFZAjwzc7vv,676900,645100,681800,697800,622500,26990,15660,6139,8799,9469
gMP4GWg1BoYy,587700,545500,593900,611000,530700,23790,20430,15090,15790,16510
rRdpusePa7U7,285500,281100,276300,299500,288300,25840,22330,18300,19800,17900
gcfASIvuYqMF,340500,343900,355200,340000,340300,110300,91450,94570,105700,94220
BtZuMZOIMpwI,416300,420600,429200,468000,439400,92540,82810,82680,67920,79460
gTrtYmrI6IVI,662800,682300,702900,732100,654100,240100,267300,231400,251000,249800
jSBwy9EYAxED,78260,84330,88950,82340,83470,58890,62970,66100,59600,57790
lfMbTwjOzmVW,1014000,996600,1071000,1039000,1e+06,214700,222000,206500,192300,195700
K2CQTjVBEYzy,221900,219300,243900,233500,212200,35040,26190,23130,25800,29490
t0AW81vQq0Pr,262900,260700,295500,314800,280900,66610,70150,62920,53990,68670
LqlM65HZLzXC,170600,170200,167000,169700,172500,9539,8744,4646,4909,3756
eMqmnoT1kbrN,85130,83280,88360,87310,80940,6666,5414,4029,3261,3257
bvX5N5FpWnrS,667900,663600,697100,681700,652300,146200,131800,127700,131400,138100
hEUhTCTSibXg,938100,881000,895100,924000,851000,484000,473800,491600,466400,472900
7FSuUESEMRFy,534900,493000,544600,590000,491500,127900,136500,128300,136800,124500
wx4nruoCaFGI,607100,640400,656000,710500,608900,168600,175600,168500,146200,134000
zImjv2286S7O,196200,209400,218400,205300,196300,13340,15540,5933,9582,7776
eQGGbzfCiD7H,2345000,2259000,2347000,2365000,2183000,153300,102800,101500,91690,108900
6mbwDCGLbULB,653400,668100,665100,742800,644000,86410,82010,85970,77760,73340
Hz9K1HJZAXlM,200500,205700,210500,216400,207000,116200,118800,112900,102500,106100
sqcbhUkZiljT,17480,17700,23010,21640,16370,6820,4921,3688,3793,4714
VYAU0p4Q6qOD,133300,129500,135300,134500,137900,51140,47140,46470,41290,46540
A99gaqNkKZq9,748400,762500,793700,829100,762200,467500,388000,425000,437100,415300
ub2JnljxVGGj,166100,171900,171300,178900,156100,52620,43000,46910,45410,44720
AHQZ6LltlJEs,108600,102500,115900,121200,116400,32980,24570,28400,25600,25930
M9fUNdxof5RI,285600,294500,302600,312700,286800,46480,37730,32460,31160,33870
urzqzvJp4caD,132600,138200,140500,144900,129600,26420,22020,23800,23800,24780
Zs9W7lOu4fwf,398400,396000,400700,429100,418000,151100,141000,131600,127100,126500
pxzYd8v2VZSq,15880000,17200000,17460000,16920000,15180000,1485000,1384000,1131000,1260000,1002000
ZwxBLbTKrBjy,249500,225100,272000,250400,248900,41850,29570,14850,18990,23450
g5877ySyJRaS,152600,161400,163800,154800,160400,69840,70760,68870,67250,65750
t1CQsXwiC5xT,156300,146100,159000,167200,157300,122000,115200,103000,100500,108800
pLa1HqsPOUtZ,9368000,9174000,9869000,9702000,9038000,1636000,1473000,1177000,1231000,1277000
oJmEdEq7UORb,120700,120600,134800,131500,136200,33190,36630,31830,30020,27820
FiY3yxHNJZ8b,400100,391900,390700,402700,391300,11660,11300,2821,5047,6011
hsQkQdeF7geo,1752000,1668000,1771000,1798000,1648000,603600,579200,577900,581500,549400
rvQQ7P58ULyH,68360,66500,72880,71750,68340,23010,24160,21210,26550,22100
SDlVsX14fGIz,324200,304900,356100,334700,317700,134900,128500,110700,114600,111600
ZKV5e4JUaXut,294500,278200,293300,284000,270800,84890,78200,71250,80530,74540
ZLcL7vsBqKuR,173200,185100,194000,198800,185100,96920,100700,94090,90710,98050
B6ovgSxJXqSA,470000,443800,429400,448400,438500,99780,95290,103900,81770,83640
nvHbicaMtLqA,3558000,3255000,3401000,3631000,3436000,1598000,1462000,1613000,1590000,1789000
Hr6tS65yblUM,601900,585100,657300,644800,595400,246800,229400,234300,245700,243300
0G5pQHTujHYV,92320,102300,114100,111400,107500,39250,33490,39490,35950,35660
xWWjFM4tbWPu,397100,463300,418000,450200,426900,169500,163100,166100,151200,173600
tkle51VDQcn7,2027000,1936000,2078000,2075000,1916000,1197000,1169000,1146000,1072000,1086000
bCQktlAGpJiQ,187700,189700,188600,198100,195700,27770,36240,29970,29650,25740
Ge3cuzOjKguQ,28380,25930,24520,26830,33990,18660,18070,19630,17210,15040
dh5SQqUOk8PI,625700,592900,621900,629300,574900,16550,7572,3733,4876,4855
acgUAKJ2am58,57390,54630,53780,53970,53100,32550,27430,26770,28680,29000
XlxoPDo9xhxz,155200,152800,160600,164900,161700,36470,34560,35260,31750,34360
mCKYEgmzLklQ,163200,171400,198500,181400,175100,58510,53070,48310,54830,57200
FT7U2wwrzsyt,586200,565900,562200,578900,552000,112600,103500,86350,84430,87410
gi36ECxg1vjF,57380,52700,58810,58450,60870,32260,32030,32890,34290,32590
Ltbi47mskwSo,75590,75050,87650,84410,77970,18030,12430,11060,12050,12120
LPKOijRie9lf,88730,93120,92390,89200,90840,26510,19770,19920,21460,21900
iUZEPfekwepi,390500,409600,399800,419900,394700,126800,128800,111900,121400,120500
2gH9BikwcK08,220600,221600,233100,241300,262200,68200,61410,52340,65820,64520
nhByugu3JbW1,326100,308400,354700,363800,325800,174100,175000,171900,175000,160900
wdUHCBq0rMz3,175700,170300,175600,169900,186800,57000,60640,50640,54760,50470
5EEfDRBWWjRz,189400,174200,198900,190700,192700,77230,76730,75720,74050,85940
ceAcglH6N8lG,837800,888400,913200,886700,861300,311300,276500,301600,312500,265100
bsLAGiuAVtK6,204500,200800,217400,194300,206600,46660,47400,41950,44960,49210
N3wvElZgspUM,1444000,1382000,1393000,1450000,1255000,527000,441100,480100,450000,459300
TewJcSe1KDFu,383800,366300,354600,386700,321900,140500,138700,132100,125100,126700
r6ISTxZdbpDB,22480,24260,23740,23370,21720,10050,9200,8467,9995,9047
RWRLUBOECdV1,326200,321200,357100,348300,332900,160000,164100,163700,154600,154500
6rFr7vRoSErF,246400,247100,270200,259200,241400,119200,108300,99660,94220,90800
9uPChkGabvfQ,180900,183900,191300,191000,200100,122700,115300,120500,119600,111800
U5wurZ0aA3ua,168300,178300,170700,166900,171500,41960,46260,38560,41220,37640
N3YjeuMExkFM,75600,77010,76610,81820,78570,16770,17290,15110,12340,11670
doyhzUcmosGg,334000,304600,338700,313100,289300,76280,84720,76630,73180,80050
dNR4OF3YrkTS,12100,14460,11290,11730,13200,4268,3568,5175,4629,3270
938zkapn7zSx,4426000,4389000,4833000,4680000,4009000,1341000,1481000,1435000,1230000,1235000
Nh6gti7DN3Vr,76670,81810,83550,91310,74550,10380,10200,6289,7938,9294
KUUcx0mAWx7z,257200,255700,256600,261000,226200,17080,14520,9733,7618,8457
cqzNeIXKVe5E,45960,45550,46140,47010,44130,16140,14850,14240,15430,13220
jlhnXskFRIZV,147300,138200,153000,150700,138300,67050,57030,58170,61150,56330
QU6zOWcPppB9,60620,61260,67920,61590,60880,40900,39020,39220,45090,40160
t2KwSV06hUt1,1494000,1544000,1513000,1549000,1394000,438100,440600,428800,416500,393100
64QKyJWcC9Bd,135400,125000,136700,141800,128500,32690,32880,30120,30860,30890
n32k0M7JVi2O,335000,341200,342600,364100,326900,71060,73860,62400,70040,56970
6zszHNBdeu2C,282300,269700,275000,315500,283200,185700,165000,188700,174200,201800
wqjYqS9d3heL,57280,59850,60830,62640,68310,28010,27430,24230,30790,28170
u0Ei8c7mVTiW,160400,162100,172900,172500,162800,39270,36880,37230,43350,42330
FOFyU78SXDJm,105600,105500,124100,131200,108500,43980,43080,44440,38780,38780
uTjOfZzxgyiu,49980,48470,55020,52740,54890,12070,12960,10130,9280,11480
y1pBHXFbDrZu,3833000,3568000,3861000,3899000,3534000,946600,1011000,893500,856300,869900
Ofbv0bj9DHMU,410200,406800,451900,440400,424300,56150,41790,38950,44050,47090
Hi7UAqR2wbQJ,744500,692800,773800,752500,713800,397100,378400,389300,383100,389400
U3sJaYYh8x2w,134200,136800,133400,138400,136200,24730,24480,26020,24700,20600
iBkflaDLHQNO,196300,208500,198200,209900,212700,112700,110500,111100,113600,110800
AsNphHa2NolF,321900,306800,329700,336300,302800,244200,241500,256300,230300,246900
YmWZ9BLE7oKg,50280,47850,56660,55840,51430,20920,19530,22690,20440,19610
TToomSQiLc1i,1146000,1111000,1149000,1204000,1082000,405300,363100,376100,301000,345800
IXCcU0asyMWs,162200,161000,155100,167600,160100,246700,253100,263800,239400,248000
2wnlTvaqvZOK,247600,239100,249600,259400,249000,58690,58990,39900,47760,46310
UR2TCMg1jII0,248600,253600,265400,258000,238800,85430,95580,95830,86490,90330
vi7KA0qk0HMF,138000,143500,154400,166500,161000,47140,44130,39010,32910,35420
Q82EMbOMnLVa,152200,158500,166600,152700,162100,69050,63850,62030,59870,65180
V3ZWrLYiVO58,516100,472000,509800,478600,418200,174700,181500,212500,193500,185500
4gH4YPGsfmuk,1121000,1049000,1131000,1127000,1024000,297300,314600,290600,281200,281100
kc3nW7l8Mc6K,48900,48180,52150,57140,46470,20660,18060,24240,18470,20550
lgOm6pnk7Hlf,8333000,8254000,8542000,9286000,7947000,1223000,1124000,1109000,1008000,1074000
HnKyTaVvI8oQ,196600,197000,208800,214300,200200,47460,50110,48120,40380,46640
si8pF7pVwA01,99030,100600,114100,122700,103200,40970,29460,26710,32660,35730
HYveYu2rsmvb,729800,684400,717900,716700,692000,27120,15470,9556,6980,12480
Mz1h0ynrtoQz,105600,102900,110100,104700,97980,9241,9429,5978,7017,7787
zXdV3NHBQ4wh,155400,148200,147200,141500,126000,37630,42700,40020,35750,40290
AvYq1WmjIsc6,98110,98830,98840,99120,103100,21780,22630,15400,15770,17920
J6GKaPUlOnaq,326200,310500,357400,337500,342000,34950,40340,23210,26410,23660
ty6x8179eqoS,52660,48780,54890,59490,51630,33210,30510,29060,28980,27310
OnXUqn9xIAfi,1351000,1184000,1211000,1285000,1209000,1119000,1131000,1144000,1001000,1073000
nL8LuImQCHr7,3328000,3282000,3366000,3348000,3033000,1131000,1245000,1082000,977600,1078000
79joiQ27q2v5,332600,335900,356200,378900,347400,181400,188000,198100,176600,170800
4kmqdTrcHdaZ,139900,128100,132300,142300,118700,48610,46640,44870,41760,38970
gseDUckHmCTO,144900,158500,171000,168700,150900,31090,34010,39900,28800,31940
j1QBlMGTeMoY,349300,346600,362500,380200,347400,29640,17620,8514,9829,10740
48B0LZsc3vGS,162800,152200,161200,168500,145500,45510,47150,51760,43120,52030
PC2iVzCJiLqH,61350,60970,66690,69900,68940,33890,30310,30320,30480,27900
kFkch0AnuB6U,1845000,1653000,1753000,1867000,1604000,54930,47610,12880,12010,17220
T91LfTgFZEQY,305500,279100,297000,311300,301700,83520,100300,86920,78400,83710
AfouW7SashbJ,189000,218400,212300,203800,224400,68750,64210,55400,78130,58140
zVLWnV5TXmEz,1103000,1196000,1146000,1139000,1110000,371100,387300,384200,359300,350700
lpcXVUgRkodP,1630000,1580000,1696000,1687000,1448000,426400,444600,409800,353600,367900
xgmx4clNyJ1R,56210,58550,67440,58660,60940,32000,30420,26620,30650,27650
94NMW93T8Dg4,47430,44240,45900,48330,46060,5791,6652,7000,6339,5603
pUmwdjjcpRty,144400,149400,153300,169100,163800,67710,66930,63120,65500,67420
uyyzCd2gvNUc,238400,234600,241600,251400,236100,100100,102800,91480,95450,96240
ohpUGSjoxGXp,791800,765300,811200,812800,762500,45810,31810,7886,10340,10850
glvY7mDO6jf9,263100,298800,289300,303700,304800,97190,76470,64780,84610,75330
MqJ93MU7IENo,79540,87840,89830,88650,91390,29240,24560,23110,23230,20980
qQeIhBX9KuwP,50520,51330,52820,51070,53030,12430,10580,8789,11280,12850
aAKPSx7Ui6it,1827000,1664000,1768000,1821000,1663000,573900,611800,553300,514700,523900
KHWRckriB2v4,389000,383900,418000,404900,388800,167800,164800,151200,164500,166000
HuYrd5SyCzvC,246100,232700,267300,253900,234700,26500,20100,15860,9124,17190
EdhyfID2O8Rs,242100,230400,235900,214300,272600,70740,72240,66500,69600,72820
Zajmoc6zCKx6,58630,55690,63220,63890,58400,30400,23980,23350,26440,26960
Tyxjg9QGONAJ,938300,900900,951300,975200,914800,367000,356900,329800,347700,332700
tKR7ylJoUAEV,230400,226000,220400,240500,226800,119900,105300,105600,100200,109800
c6RVEnnCZVdT,1858000,1850000,1850000,1958000,1700000,777400,830100,794600,739200,769900
5dFrd9NdNXQt,754200,651300,734000,735300,679900,115900,138100,109400,98980,115000
2LQbSHQUKDuU,6611000,6635000,6969000,6778000,6397000,1703000,1623000,1653000,1710000,1582000
o8lVckwhVFRT,58010,62550,68230,64380,62790,10690,9645,8640,7867,9820
PHmZNHHKnuFe,780600,720800,805400,797200,698900,236500,252300,221900,234500,238500
tSIn1OGOK53Y,405000,384200,406900,396000,363900,246300,233900,241100,257100,239000
tbgCScl6Jqsb,219600,222800,227500,224000,216000,93890,86100,81490,84320,86990
TJrRtplymkkS,43470,43440,46520,48570,48320,19420,20750,18310,18370,20300
VQToOWmZ1Gu2,228500,213000,237100,259800,214000,60870,71510,59260,61090,62240
KDte8TnDvHcw,87030,87570,90340,88790,82420,22750,20860,23500,24990,23870
hJaxxPLUWm99,199300,208000,210400,204400,209100,64840,54800,60280,56460,59020
GTPOdm2C8Nmz,71930,67500,72830,74900,72110,41150,42140,38610,31040,36780
r2y3NEt5dErL,67940,67530,65070,62120,59300,24350,22660,19790,24750,20950
mzaE0K1YETrv,281000,261500,294000,301700,283800,139800,133600,151600,130000,129200
jksoqJgFOyMH,2355000,2331000,2470000,2380000,2166000,831300,804000,792700,716100,717700
pZCvIK446txY,313800,300800,332600,351500,314800,105600,108000,82870,84400,87240
vXHLMU0I5JMY,823800,775300,799400,801400,736800,189700,212800,224100,197100,218900
xt5uHNCbFbBW,84410,81100,92490,89470,91300,36950,42630,39930,40260,39310
xnZW8C0dyDt7,300500,273100,289700,313900,285100,130800,121400,116700,109000,111400
MT7s25FIItyi,307900,313000,333900,320800,293100,91370,84710,91610,92090,87910
Gk7LngYD2t0T,57160,61110,60760,61540,65380,26060,23270,22600,26700,25520
KxgGHqQXcCFx,90630,99610,98110,93400,91210,14300,14050,11330,11890,11600
FhxLlWZCKxfD,233900,235800,256800,246900,250100,54620,47690,50270,42070,42650
DLR4VVIysXXQ,390000,367500,405200,412100,368900,127000,129100,137800,124300,125400
mPhTHfO8IUin,85360,86150,100200,90100,89540,47640,41560,45370,46630,47450
kvBG9RUDi0vY,143600,146100,155100,158400,147400,53470,41380,45310,50420,43830
IAUXokoAcqHC,51390,53940,56490,57090,49750,10280,10170,7572,6917,9074
SztxkQySieTA,180000,190900,188600,194900,190600,57810,46540,50970,51570,50060
BuDPEMwJT3gm,98810,109400,111400,111900,105100,3436,5222,2855,776.3,1411
DuxxVj8astDE,922100,871300,936800,931900,854700,294600,292700,309900,288900,283000
fpzj2j7WabxU,419900,416500,434200,431000,401400,32550,17490,12770,13150,11290
AOOJAR4kP5Fm,202800,204700,209200,206000,188300,23430,15260,19160,18520,16530
FSYfS8ZLOgys,137900,154600,152600,139000,144100,27350,26900,27140,26420,21070
IGhZswdoCpPD,180000,296100,275400,189600,242500,101500,94810,88750,76060,74820
YXhvHTfPRgYf,81890,80030,87180,83480,80510,25610,20260,24310,23140,22050
qL6rpI6qLohB,110600,109100,117200,119000,122200,35580,37070,32730,32020,29330
eXE6oLugLNLV,216000,214700,228600,244200,207300,133700,139400,129500,123100,119500
2G9euTkQMJoi,321700,320300,339200,348600,307700,83190,80520,72460,65700,70400
YYtQigaTXpcI,3357000,3320000,3398000,3373000,3151000,1638000,1623000,1581000,1546000,1695000
h9iPyIIHmWUB,539600,540700,532100,548700,511200,495600,469800,508200,500800,509000
XNVrFD0olvs6,229400,229600,233200,241000,227600,83780,72820,74660,69980,74410
KlWRCCZP5OHy,222800,229500,250400,247900,225000,154500,128300,134600,133600,150600
mdXzyZLlWh8o,473300,455200,460800,472500,443300,74600,90100,82670,66270,77760
vI9tiRTMKxp9,1604000,1464000,1514000,1571000,1383000,351200,345100,311300,284000,336700
Q9aCXfpcRSSU,377300,348400,393500,387900,343300,132100,99690,91630,101100,100300
4m1kg9J3GUIE,32600,32620,29920,32800,36990,5904,4759,5256,5551,5363
bfmBe4b37ZWu,75660,65700,73460,73100,73430,27330,24100,26940,27310,24960
Hu0NwDCTg052,176500,181400,202700,203300,177700,37950,39430,41080,32450,39360
6n4waHGyXvsO,78760,83500,80470,85710,77630,3493,2819,1549,1483,2507
w5DAx90G1eD4,97600,90310,104600,99410,96890,6408,4216,1767,1484,1444
jL2JsFaVyc8g,268800,274400,282300,288700,262900,96520,92350,89580,82860,91450
i7tvYaUGnS1B,14730000,14240000,14540000,14600000,13100000,4754000,4933000,4684000,4634000,4617000
5kuGjPsSi9lI,785400,710800,793600,795800,739900,467100,441200,442800,429800,427700
CVMfUFzPuluo,170800,170200,181300,185900,180700,51650,43960,45200,41520,42950
8mzJT7MMqGTU,107800,105200,120500,114000,112400,22730,23640,18390,16970,15880
DqM6Ptc7nGLY,1784000,1758000,1845000,1939000,1657000,332000,254900,285300,250000,280900
lJxoNzv0vs62,321800,320700,340800,346200,322000,128300,130900,120600,132100,116500
hydEKRpHwKrV,73870,77800,80810,73710,75250,31730,29370,29000,27380,27630
pqc9UeqyH0MD,77560,80760,79680,75900,86470,14700,16950,14000,12120,14710
BnidwgBu5EQj,490900,484300,509700,488600,460500,114400,135900,129800,125900,122200
uiLvxrAhuMyu,197700,181100,193400,182500,185200,59390,50330,50550,50060,48540
cuUcNhlj9ABP,533900,534200,541900,493200,502000,147500,152600,136300,139300,140600
G6GnfPTthVYU,1025000,1011000,1052000,1057000,930700,275300,283000,285700,271300,259200
cdszJfJj1pAG,689600,699700,710600,700900,670100,210500,204800,187800,203400,197600
HbYrCcEDTdfn,217600,219200,223400,216000,233600,76630,77680,73750,67710,71710
CZ6iqyLMstSg,340400,348300,406700,366500,392700,164000,126100,132300,136700,131200
No3DbvhocGEv,250600,257500,257900,256200,249700,74790,72990,71870,67200,62990
acJQUTtuxSrO,122000,115000,115400,140700,142800,34610,37360,30830,31850,31590
vmNERVFgOc6C,229500,236300,239800,229600,221700,18790,18540,14460,13200,15280
60ejD1g3E1Qh,308500,320000,317700,322500,308900,110000,80410,72740,87300,70150
uX2ZHUzf0bgB,181900,182100,184300,189400,179900,17960,20650,17160,11600,12100
UAHPMfTAVLVH,111500,124700,123700,126000,125700,72160,72280,64890,64830,61480
2zTVmwBF6uc7,307500,290500,288700,301900,294800,89910,65250,61550,73460,73570
JCIUbnMaNd76,171900,175000,174300,185200,160800,91900,82530,92030,77380,84850
ykClapvEb6sd,263400,264600,289900,272300,286600,101600,100200,105800,103600,99400
cU08U5t1kyM0,151800,149500,154400,155400,146500,15520,17030,14060,16490,17910
WpgOZkTi0JfM,66630,72340,77890,73120,75860,10600,13310,12370,12670,12380
IAdXiyKKtDTJ,597900,566100,593600,567300,570300,374100,343300,364600,351000,386800
RXMXTSV44I3L,125300,118700,134000,126600,116600,51700,48140,44710,41610,46770
H0C3Wt8HBLAr,69600,72310,67210,80290,73870,31630,26510,28830,27220,28440
j9TTeXy0LtA8,345300,346200,362600,358200,339100,10190,8716,4060,3566,3189
V8nPQV6judUb,662900,666200,707100,689600,653100,207900,174900,187600,192200,167400
gX8VXw9RVKvi,171800,180500,186200,180600,180600,88190,99500,91770,93090,86090
HhDZQr03V6JF,31430,29970,32780,31880,26330,9201,9539,8787,8281,8811
UEGAK3AnCjIg,314700,310400,357900,306700,306300,204500,201500,188000,188800,191800
M9l47jPWmEhm,63780,64780,67650,68310,63200,30630,29930,26810,29910,26430
6qzDRTSh04Y0,14100,14170,15030,16950,15210,8692,7825,7709,8982,8710
IdgyiHu9tXQU,268900,253700,256500,273200,257900,98890,91340,89660,99270,103800
ia80LA8CA6GR,286300,280900,296500,315800,283200,56000,49590,46040,41830,41160
rEVJIlnk7EQ9,2296000,2217000,2334000,2486000,2201000,378700,395800,339000,373700,371400
EtWqE4gTnPxv,251700,243800,273600,266500,259000,26990,32340,21020,25840,23020
FJxDsVIlzufZ,348000,355500,378700,387300,360600,178200,168000,161000,149000,154200
2P27XjXw9pFg,303100,292300,308200,314200,273700,94690,91180,91050,80530,96160
9potktp5VWOO,1703000,1617000,1763000,1740000,1704000,475500,455400,384600,398700,400100
7o6os65SXqcr,34050,35770,33510,35150,36970,18680,18460,20070,17390,18500
13Crq2734vCP,179600,179500,191200,182000,192700,41420,35670,35190,31130,36630
bzHASC7TJPHR,3445000,3462000,3519000,3587000,3280000,796900,760900,753400,753900,766300
PbDoj8Z3MvGa,3243000,3117000,3136000,3191000,3043000,1618000,1588000,1617000,1526000,1537000
VCVT429PvUQ7,201800,196200,205900,199100,208600,43040,41310,38600,43160,39110
yc1UXhZ7ttdX,392700,364200,386300,400100,359200,82210,78300,71410,72630,77830
pz1vsezNdN4p,250000,240800,261700,243100,252600,141800,134100,121500,120900,123500
bGeh1M6jrRWQ,125000,127100,126500,134200,120300,45880,47860,50620,45500,47580
TEVn9CuqFPaL,628400,578300,653100,618500,594500,265200,253000,262300,259400,263600
fpkBUtmZ0fPz,485400,458800,468200,509700,459700,154700,142800,126500,126700,136000
krzNh6ieAPya,225900,218400,226200,242400,220800,69740,74710,62540,70340,61960
ajHRwLmv6GcM,42310,47700,50820,47480,47340,50540,51420,50640,46840,43070
0dI2CaEjVKou,74870,73920,87750,82810,77130,28620,25900,29000,25990,23870
ra1i5Olyw2ZN,497800,508100,512200,521000,491500,142700,153400,137900,121300,145500
9iYAP5nzZhuF,397000,417300,414700,443500,412300,140500,137200,138900,132200,129200
wH2WiOBswAHQ,2003000,1877000,2059000,1947000,1869000,1022000,1023000,1024000,999900,1001000
BqhfztUzZneA,164400,173200,179000,173100,184000,70860,64880,68420,70640,63220
hoOVKnNaXHzq,826100,790000,854100,824600,817300,462300,417200,447700,438800,417300
3gAKsai8ZWx9,35270,31550,33210,30230,32610,9229,6809,7775,6420,7458
VGBCt0ARUJYO,91480,82080,92450,95510,86230,28780,29300,34660,27080,27030
kio2Hx710gOM,5286000,5061000,5089000,5184000,4716000,1334000,1431000,1404000,1292000,1399000
Ihw6Qvkpxjke,92230,86480,88560,91140,87200,29240,27750,25600,29600,25740
q66wqFXzZ9vl,2238000,2079000,2185000,2210000,2096000,944900,956100,919200,877100,902000
QJcNTsLiEPyr,428900,434700,438400,439800,417700,146500,151600,147700,125900,126200
RQxj3N3tDfJQ,427400,434400,444800,458000,410200,179200,165700,165300,159500,168700
z7jx7iBSLrHE,637100,609000,642500,667800,589400,88470,85850,68230,76200,77920
5Mp12BhTixcu,827600,812900,848100,920200,744900,178200,194500,159700,154900,163100
tobXwOGsFHpd,335700,303400,324900,333100,310300,90120,1e+05,87800,87470,89290
RYFpZ9iJY6gQ,1426000,1367000,1470000,1473000,1412000,422800,383100,431400,416100,386000
fvmvQstPKRg1,151700,160500,159700,155500,158200,75710,71080,76820,69410,73660
tQp68n7oyxsi,354600,341200,359000,365400,345900,148500,150800,136600,139800,145400
utqDmpPyWJ4m,64080,60890,71620,64920,65480,38920,35510,34050,37330,40880
44ebAsB8YkjZ,73010,80860,75240,75580,91220,4463,5886,5220,3723,4442
e1FUlW4ATO8M,151200,146000,150100,150100,149200,23920,25670,24520,20950,25140
totDNB5OhOQT,216700,211800,214300,219200,195700,121000,119100,116100,111300,120300
BzRvkoECumPi,2373000,2239000,2411000,2439000,2156000,1105000,1125000,1112000,1055000,1098000
irpwnT5QyMSw,55460,51440,55900,53020,56260,17710,17560,18810,17210,15580
